section;wkt
1951;LINESTRING(73.207921 41.844627,73.191826 41.919496)
1951;LINESTRING(73.355978 41.78635,73.347168 41.779807)
1951;LINESTRING(73.400622 41.780693,73.425724 41.799889)
1952;LINESTRING(71.887126 42.585767,71.8855 42.597553)
1952;LINESTRING(72.140544 42.551625,72.222883 42.571543)
1953;LINESTRING(72.222883 42.571543,72.140544 42.551625)
1953;LINESTRING(72.589698 42.516736,72.574998 42.444108)
1953;LINESTRING(72.589698 42.516736,72.639751 42.453208)
1954;LINESTRING(72.574998 42.444108,72.589698 42.516736)
1955;LINESTRING(72.639751 42.453208,72.589698 42.516736)
1957;LINESTRING(73.326483 42.182645,73.328234 42.198746)
1957;LINESTRING(73.352035 42.177745,73.423438 42.197346)
1958;LINESTRING(73.328234 42.198746,73.326483 42.182645)
1959;LINESTRING(73.423438 42.197346,73.352035 42.177745)
1961;LINESTRING(74.250002 42.339628,74.250002 42.339628)
1961;LINESTRING(74.250002 42.339628,74.250002 42.339628)
1961;LINESTRING(74.250002 42.339628,74.344507 42.344528)
1962;LINESTRING(74.250002 42.339628,74.250002 42.339628)
1962;LINESTRING(74.250002 42.339628,74.250002 42.339628)
1962;LINESTRING(74.32172 42.324241,74.344507 42.344528)
1962;LINESTRING(74.404412 42.307703,74.435161 42.338227)
1963;LINESTRING(74.519392 42.290377,74.435161 42.338227)
1963;LINESTRING(74.519392 42.290377,74.540166 42.334027)
1964;LINESTRING(74.705645 42.280927,74.694873 42.356778)
1965;LINESTRING(75.170292 42.201189,75.193414 42.238589)
1965;LINESTRING(75.290301 42.160885,75.290301 42.160885)
1965;LINESTRING(75.23029650000001 42.181037,75.183196 42.107595)
1966;LINESTRING(74.250002 42.339628,74.250002 42.339628)
1966;LINESTRING(74.250002 42.339628,74.250002 42.339628)
1967;LINESTRING(74.344507 42.344528,74.250002 42.339628)
1967;LINESTRING(74.344507 42.344528,74.32172 42.324241)
1967;LINESTRING(74.435161 42.338227,74.519392 42.290377)
1968;LINESTRING(74.435161 42.338227,74.404412 42.307703)
1968;LINESTRING(74.540166 42.334027,74.519392 42.290377)
1968;LINESTRING(74.694873 42.356778,74.705645 42.280927)
1968;LINESTRING(75.027739 42.365062,75.027739 42.365062)
1969;LINESTRING(75.193414 42.238589,75.170292 42.201189)
1969;LINESTRING(75.027739 42.365062,75.027739 42.365062)
1969;LINESTRING(75.145811 42.266824,75.212315 42.335194)
1969;LINESTRING(75.241249 42.225055,75.290301 42.160885)
1970;LINESTRING(75.212315 42.335194,75.145811 42.266824)
1970;LINESTRING(75.489528 42.235789,75.492436 42.187924)
1970;LINESTRING(75.489528 42.235789,75.501624 42.186086)
1971;LINESTRING(75.290301 42.160885,75.290301 42.160885)
1971;LINESTRING(75.290301 42.160885,75.241249 42.225055)
1971;LINESTRING(75.492436 42.187924,75.489528 42.235789)
1971;LINESTRING(75.501624 42.186086,75.501624 42.186086)
1972;LINESTRING(75.609516 42.192911,75.636503 42.120001)
1972;LINESTRING(75.501624 42.186086,75.489528 42.235789)
1972;LINESTRING(75.501624 42.186086,75.501624 42.186086)
1973;LINESTRING(75.036365 43.409365,75.036365 43.409365)
1973;LINESTRING(75.070287 43.358077,75.098169 43.384554)
1973;LINESTRING(75.207925 43.255788,75.308068 43.305797)
1973;LINESTRING(75.291517 43.177382,75.291517 43.177382)
1974;LINESTRING(75.291517 43.177382,75.291517 43.177382)
1975;LINESTRING(75.699324 42.954082,75.699324 42.954082)
1975;LINESTRING(75.699324 42.954082,75.699324 42.954082)
1977;LINESTRING(75.699324 42.954082,75.699324 42.954082)
1977;LINESTRING(75.699324 42.954082,75.699324 42.954082)
1978;LINESTRING(75.699324 42.954082,75.699324 42.954082)
1978;LINESTRING(75.699324 42.954082,75.699324 42.954082)
1978;LINESTRING(76.014487 43.039775,76.006196 43.097974)
1978;LINESTRING(76.014487 43.039775,76.086973 43.093831)
1981;LINESTRING(74.824604 42.072418,74.824604 42.072418)
1982;LINESTRING(75.183196 42.107595,75.23029650000001 42.181037)
1982;LINESTRING(74.824604 42.072418,74.824604 42.072418)
1983;LINESTRING(75.3089 42.676218,75.3089 42.676218)
1984;LINESTRING(75.835597 42.727067,75.881447 42.694927)
1985;LINESTRING(75.881447 42.694927,75.835597 42.727067)
1985;LINESTRING(76.184216 42.78353,76.259694 42.761584)
1986;LINESTRING(76.259694 42.761584,76.184216 42.78353)
1990;LINESTRING(77.668946 43.06125,77.668946 43.06125)
1990;LINESTRING(77.668946 43.06125,77.668946 43.06125)
1992;LINESTRING(76.348452 42.653371,76.381959 42.612837)
1992;LINESTRING(76.382673 42.679286,76.467013 42.614806)
1993;LINESTRING(76.381959 42.612837,76.348452 42.653371)
1994;LINESTRING(76.467013 42.614806,76.382673 42.679286)
1997;LINESTRING(77.592404 42.7542,77.627056 42.795546)
1997;LINESTRING(77.592404 42.7542,77.706597 42.764045)
1998;LINESTRING(77.627056 42.795546,77.592404 42.7542)
1999;LINESTRING(77.706597 42.764045,77.592404 42.7542)
2002;LINESTRING(78.728624 42.749081,78.738074 42.696218)
2002;LINESTRING(78.125961 42.749475,78.157068 42.666784)
2002;LINESTRING(78.397267 42.771526,78.40278 42.694741)
2002;LINESTRING(78.873334 42.736875,78.891102 42.713507)
2002;LINESTRING(78.914089 42.735103,78.916057 42.654085)
2002;LINESTRING(78.873334 42.736875,78.868018 42.685783)
2002;LINESTRING(78.914089 42.735103,78.971572 42.806697)
2003;LINESTRING(77.668946 43.06125,77.668946 43.06125)
2003;LINESTRING(77.874525 43.056574,77.874525 43.056574)
2003;LINESTRING(77.668946 43.06125,77.668946 43.06125)
2004;LINESTRING(77.668946 43.06125,77.668946 43.06125)
2004;LINESTRING(77.854113 43.117173,77.874525 43.056574)
2004;LINESTRING(77.668946 43.06125,77.668946 43.06125)
2005;LINESTRING(77.935511 43.135193,77.908919 43.050491)
2006;LINESTRING(78.408408 43.319505,78.408408 43.319505)
2006;LINESTRING(78.408408 43.319505,78.408408 43.319505)
2006;LINESTRING(78.408408 43.319505,78.481379 43.323466)
2007;LINESTRING(78.408408 43.319505,78.408408 43.319505)
2007;LINESTRING(78.408408 43.319505,78.408408 43.319505)
2007;LINESTRING(78.454311 43.342107,78.481379 43.323466)
2007;LINESTRING(78.525894 43.379588,78.562467 43.321291)
2008;LINESTRING(78.799401 43.51337,78.79812 43.542341)
2009;LINESTRING(78.799401 43.51337,78.79812 43.542341)
2010;LINESTRING(78.408408 43.319505,78.408408 43.319505)
2010;LINESTRING(78.408408 43.319505,78.408408 43.319505)
2011;LINESTRING(78.481379 43.323466,78.408408 43.319505)
2011;LINESTRING(78.481379 43.323466,78.454311 43.342107)
2011;LINESTRING(78.562467 43.321291,78.584399 43.237726)
2012;LINESTRING(78.562467 43.321291,78.525894 43.379588)
2012;LINESTRING(78.667167 43.320048,78.688408 43.247679)
2012;LINESTRING(78.913849 43.343971,78.916085 43.295254)
2013;LINESTRING(77.874525 43.056574,77.874525 43.056574)
2013;LINESTRING(77.874525 43.056574,77.854113 43.117173)
2013;LINESTRING(77.908919 43.050491,77.935511 43.135193)
2015;LINESTRING(78.633666 43.153125,78.630183 43.230759)
2016;LINESTRING(78.122613 42.452475,78.151752 42.412114)
2016;LINESTRING(78.122613 42.452475,78.217906 42.433771)
2016;LINESTRING(78.09879 42.45346,78.095837 42.516659)
2017;LINESTRING(78.095837 42.516659,78.09879 42.45346)
2017;LINESTRING(78.341549 42.555642,78.368719 42.609195)
2018;LINESTRING(78.738074 42.696218,78.728624 42.749081)
2018;LINESTRING(78.368719 42.609195,78.341549 42.555642)
2018;LINESTRING(78.409277 42.617858,78.387817 42.689622)
2018;LINESTRING(78.738074 42.696218,78.741519 42.719352)
2018;LINESTRING(78.738074 42.696218,78.800683 42.681845)
2019;LINESTRING(78.157068 42.666784,78.125961 42.749475)
2020;LINESTRING(78.40278 42.694741,78.397267 42.771526)
2020;LINESTRING(78.387817 42.689622,78.409277 42.617858)
2021;LINESTRING(78.891102 42.713507,78.873334 42.736875)
2021;LINESTRING(78.741519 42.719352,78.738074 42.696218)
2021;LINESTRING(78.891102 42.713507,78.916057 42.654085)
2021;LINESTRING(78.846508 42.714393,78.855811 42.686571)
2022;LINESTRING(72.884161 41.738292,72.890172 41.695721)
2022;LINESTRING(72.876187 41.737462,72.870871 41.731623)
2022;LINESTRING(72.926522 41.746266,72.946796 41.698185)
2022;LINESTRING(72.876187 41.737462,72.870871 41.731623)
2023;LINESTRING(73.347168 41.779807,73.355978 41.78635)
2023;LINESTRING(73.347168 41.779807,73.425724 41.799889)
2024;LINESTRING(72.946796 41.698185,72.946796 41.698185)
2024;LINESTRING(72.870871 41.731623,72.876187 41.737462)
2024;LINESTRING(72.946796 41.698185,72.946796 41.698185)
2024;LINESTRING(72.870871 41.731623,72.870871 41.731623)
2025;LINESTRING(72.946796 41.698185,72.946796 41.698185)
2025;LINESTRING(72.946796 41.698185,72.926522 41.746266)
2025;LINESTRING(72.946796 41.698185,72.946796 41.698185)
2025;LINESTRING(72.946796 41.698185,72.870871 41.731623)
2026;LINESTRING(73.423617 41.459524,73.423617 41.459524)
2027;LINESTRING(73.423617 41.459524,73.423617 41.459524)
2028;LINESTRING(73.877613 41.206889,73.877613 41.206889)
2029;LINESTRING(73.877613 41.206889,73.877613 41.206889)
2029;LINESTRING(74.08335 41.005901,74.08335 41.005901)
2030;LINESTRING(74.08335 41.005901,74.08335 41.005901)
2030;LINESTRING(74.287919 40.825543,74.287919 40.825543)
2031;LINESTRING(74.287919 40.825543,74.287919 40.825543)
2033;LINESTRING(74.890551 40.486542,74.890551 40.486542)
2034;LINESTRING(74.890551 40.486542,74.890551 40.486542)
2034;LINESTRING(75.00428 40.425711,75.00428 40.425711)
2034;LINESTRING(75.00428 40.425711,75.048166 40.417328)
2035;LINESTRING(75.00428 40.425711,75.00428 40.425711)
2035;LINESTRING(75.034649 40.408776,75.048166 40.417328)
2038;LINESTRING(76.12025 39.707645,76.12025 39.707645)
2043;LINESTRING(77.787534 39.871537,77.782783 39.90209)
2044;LINESTRING(77.782783 39.90209,77.787534 39.871537)
2049;LINESTRING(79.301397 40.467977,79.264073 40.553075)
2050;LINESTRING(79.264073 40.553075,79.301397 40.467977)
2055;LINESTRING(79.987272 41.418825,79.987272 41.418825)
2056;LINESTRING(80.053847 41.437846,79.987272 41.418825)
2062;LINESTRING(76.003118 40.955113,76.070339 40.908518)
2063;LINESTRING(76.099852 40.981667,76.143245 40.95304)
2064;LINESTRING(76.225308 41.07271,76.274518 41.008857)
2064;LINESTRING(76.317706 41.107936,76.392353 41.042524)
2064;LINESTRING(76.452646 41.229869,76.396091 41.266314)
2065;LINESTRING(74.448826 41.027752,74.509341 41.076443)
2066;LINESTRING(74.509341 41.076443,74.448826 41.027752)
2066;LINESTRING(74.681547 41.101479,74.681885 41.173203)
2067;LINESTRING(74.681885 41.173203,74.681547 41.101479)
2068;LINESTRING(75.343949 41.365159,75.383152 41.412982)
2069;LINESTRING(75.030491 40.89886,74.964899 40.835682)
2071;LINESTRING(75.382194 40.536258,75.386775 40.570382)
2071;LINESTRING(75.048166 40.417328,75.00428 40.425711)
2071;LINESTRING(75.048166 40.417328,75.034649 40.408776)
2072;LINESTRING(75.386775 40.570382,75.382194 40.536258)
2073;LINESTRING(76.392353 41.042524,76.392353 41.042524)
2073;LINESTRING(76.070339 40.908518,76.003118 40.955113)
2073;LINESTRING(76.143245 40.95304,76.099852 40.981667)
2073;LINESTRING(76.274518 41.008857,76.225308 41.07271)
2074;LINESTRING(76.392353 41.042524,76.392353 41.042524)
2074;LINESTRING(76.588155 41.095092,76.665882 41.047427)
2074;LINESTRING(76.392353 41.042524,76.317706 41.107936)
2075;LINESTRING(76.665882 41.047427,76.588155 41.095092)
2083;LINESTRING(77.927301 40.904245,77.927301 40.904245)
2083;LINESTRING(77.927301 40.904245,78.0169 40.886558)
2084;LINESTRING(77.927301 40.904245,77.927301 40.904245)
2085;LINESTRING(78.0169 40.886558,77.927301 40.904245)
2086;LINESTRING(78.644717 41.022914,78.595504 41.087499)
2087;LINESTRING(78.595504 41.087499,78.644717 41.022914)
2088;LINESTRING(78.975821 41.259907,78.975821 41.259907)
2089;LINESTRING(78.975821 41.259907,78.975821 41.259907)
2092;LINESTRING(79.987272 41.418825,79.987272 41.418825)
2092;LINESTRING(79.987272 41.418825,80.053847 41.437846)
2093;LINESTRING(76.396091 41.266314,76.452646 41.229869)
2094;LINESTRING(74.964899 40.835682,75.030491 40.89886)
2097;LINESTRING(75.025977 41.544994,75.047724 41.514548)
2098;LINESTRING(75.847684 41.444088,75.817683 41.514231)
2098;LINESTRING(75.847684 41.444088,75.839127 41.473579)
2099;LINESTRING(75.919203 41.438873,75.839127 41.473579)
2101;LINESTRING(75.817683 41.514231,75.847684 41.444088)
2101;LINESTRING(75.785178 41.507065,75.78594 41.471616)
2102;LINESTRING(75.383152 41.412982,75.343949 41.365159)
2103;LINESTRING(75.839127 41.473579,75.847684 41.444088)
2103;LINESTRING(75.839127 41.473579,75.919203 41.438873)
2103;LINESTRING(75.78594 41.471616,75.785178 41.507065)
2104;LINESTRING(75.047724 41.514548,75.025977 41.544994)
2106;LINESTRING(77.010501 41.399534,77.108538 41.42678)
2107;LINESTRING(77.108538 41.42678,77.010501 41.399534)
2110;LINESTRING(73.425724 41.799889,73.400622 41.780693)
2110;LINESTRING(73.425724 41.799889,73.347168 41.779807)
2116;LINESTRING(75.700193 41.948193,75.73033 41.979694)
2117;LINESTRING(75.73033 41.979694,75.700193 41.948193)
2117;LINESTRING(76.086296 41.915903,76.095857 41.942262)
2118;LINESTRING(76.095857 41.942262,76.086296 41.915903)
2119;LINESTRING(75.986747 42.180537,76.034024 42.262152)
2119;LINESTRING(75.986747 42.180537,75.986747 42.180537)
2119;LINESTRING(75.636503 42.120001,75.609516 42.192911)
2120;LINESTRING(75.895054 42.322679,75.88958 42.3075)
2121;LINESTRING(76.034024 42.262152,75.986747 42.180537)
2121;LINESTRING(76.114519 42.251577,76.122046 42.183709)
2121;LINESTRING(75.88958 42.3075,75.895054 42.322679)
2121;LINESTRING(76.154953 42.250706,76.178716 42.265138)
2122;LINESTRING(76.178716 42.265138,76.139962 42.183336)
2122;LINESTRING(76.270186 42.246997,76.244723 42.1836)
2122;LINESTRING(76.501197 42.213396,76.467333 42.135823)
2122;LINESTRING(76.501197 42.213396,76.537162 42.132148)
2122;LINESTRING(76.178716 42.265138,76.154953 42.250706)
2122;LINESTRING(76.457095 42.230721,76.485447 42.258548)
2123;LINESTRING(76.719083 42.175331,76.673668 42.126373)
2123;LINESTRING(76.793767 42.138973,76.787598 42.101696)
2123;LINESTRING(76.485447 42.258548,76.457095 42.230721)
2123;LINESTRING(76.779461 42.146455,76.793111 42.158137)
2124;LINESTRING(76.831963 42.142386,76.821725 42.094346)
2124;LINESTRING(76.793111 42.158137,76.779461 42.146455)
2124;LINESTRING(76.987895 42.127948,77.008109 42.096184)
2125;LINESTRING(77.008109 42.096184,76.987895 42.127948)
2125;LINESTRING(77.008109 42.096184,76.973457 42.050244)
2126;LINESTRING(77.565825 42.14002,77.595751 42.145532)
2126;LINESTRING(77.475652 42.14632,77.456937 42.079016)
2127;LINESTRING(75.986747 42.180537,75.986747 42.180537)
2127;LINESTRING(76.139962 42.183336,76.244723 42.1836)
2127;LINESTRING(76.122046 42.183709,76.114519 42.251577)
2127;LINESTRING(76.139962 42.183336,76.178716 42.265138)
2128;LINESTRING(76.244723 42.1836,76.270186 42.246997)
2128;LINESTRING(76.244723 42.1836,76.139962 42.183336)
2129;LINESTRING(76.467333 42.135823,76.501197 42.213396)
2130;LINESTRING(76.537162 42.132148,76.501197 42.213396)
2131;LINESTRING(76.673668 42.126373,76.719083 42.175331)
2132;LINESTRING(76.787598 42.101696,76.793767 42.138973)
2132;LINESTRING(76.821725 42.094346,76.831963 42.142386)
2132;LINESTRING(76.973457 42.050244,77.008109 42.096184)
2132;LINESTRING(77.456937 42.079016,77.475652 42.14632)
2133;LINESTRING(77.80563 42.278626,77.80563 42.278626)
2133;LINESTRING(77.595751 42.145532,77.565825 42.14002)
2137;LINESTRING(77.353083 41.668173,77.378463 41.686461)
2137;LINESTRING(77.353083 41.668173,77.466758 41.685972)
2138;LINESTRING(77.80563 42.278626,77.80563 42.278626)
2139;LINESTRING(78.151752 42.412114,78.122613 42.452475)
2140;LINESTRING(78.217906 42.433771,78.122613 42.452475)
2141;LINESTRING(78.768788 42.56214,78.772135 42.598366)
2142;LINESTRING(78.916057 42.654085,78.914089 42.735103)
2142;LINESTRING(78.772135 42.598366,78.768788 42.56214)
2142;LINESTRING(78.916057 42.654085,78.917632 42.67712)
2142;LINESTRING(78.916057 42.654085,78.891102 42.713507)
2143;LINESTRING(78.868018 42.685783,78.873334 42.736875)
2143;LINESTRING(78.917632 42.67712,78.916057 42.654085)
2143;LINESTRING(78.800683 42.681845,78.738074 42.696218)
2143;LINESTRING(78.855811 42.686571,78.846508 42.714393)
2144;LINESTRING(75.34798 41.724729,75.431262 41.733391)
2145;LINESTRING(75.431262 41.733391,75.34798 41.724729)
2147;LINESTRING(81.046004 41.342468,81.053963 41.398753)
2148;LINESTRING(81.053963 41.398753,81.046004 41.342468)
2159;LINESTRING(84.398939 42.061162,84.398939 42.061162)
2160;LINESTRING(84.398939 42.061162,84.398939 42.061162)
2162;LINESTRING(85.032867 42.099097,85.032867 42.099097)
2163;LINESTRING(85.032867 42.099097,85.032867 42.099097)
2166;LINESTRING(85.939684 41.864189,85.939684 41.864189)
2167;LINESTRING(88.94213 37.862454,88.887004 37.886143)
2167;LINESTRING(88.970718 37.87664,88.941714 37.908364)
2168;LINESTRING(89.012633 37.876211,88.983632 37.924837)
2169;LINESTRING(89.102056 37.884859,89.057058 37.951789)
2169;LINESTRING(89.546514 37.841705,89.644242 37.82654)
2170;LINESTRING(89.644242 37.82654,89.546514 37.841705)
2203;LINESTRING(127.082579 42.99212,127.112065 43.07219)
2204;LINESTRING(127.112065 43.07219,127.082579 42.99212)
2209;LINESTRING(130.308818 44.566824,130.287721 44.584267)
2210;LINESTRING(130.287721 44.584267,130.308818 44.566824)
2279;LINESTRING(89.142222 27.69374,89.142222 27.69374)
2280;LINESTRING(90.245201 29.451464,90.179455 29.399563)
2281;LINESTRING(90.179455 29.399563,90.245201 29.451464)
2284;LINESTRING(82.738079 28.555975,82.738079 28.555975)
2287;LINESTRING(77.378463 41.686461,77.353083 41.668173)
2288;LINESTRING(77.466758 41.685972,77.353083 41.668173)
2295;LINESTRING(79.741774 42.275426,79.741774 42.275426)
2296;LINESTRING(79.741774 42.275426,79.741774 42.275426)
2301;LINESTRING(78.971572 42.806697,78.914089 42.735103)
2301;LINESTRING(78.971572 42.806697,79.044258 42.760247)
2307;LINESTRING(82.436284 43.41466,82.436284 43.41466)
2308;LINESTRING(79.357447 42.782143,79.359438 42.76268)
2309;LINESTRING(79.704864 42.92685,79.764748 42.848718)
2310;LINESTRING(79.978697 43.025177,79.979526 43.051553)
2315;LINESTRING(71.667273 45.861062,71.667273 45.861062)
2315;LINESTRING(71.667273 45.861062,71.680689 45.814853)
2316;LINESTRING(71.667273 45.861062,71.667273 45.861062)
2316;LINESTRING(71.680689 45.814853,71.680689 45.814853)
2317;LINESTRING(71.680689 45.814853,71.667273 45.861062)
2317;LINESTRING(71.680689 45.814853,71.680689 45.814853)
2317;LINESTRING(71.944069 45.620393,71.912065 45.581039)
2318;LINESTRING(71.912065 45.581039,71.944069 45.620393)
2323;LINESTRING(73.524405 44.457613,73.524405 44.457613)
2324;LINESTRING(73.524405 44.457613,73.524405 44.457613)
2329;LINESTRING(75.036365 43.409365,75.098169 43.384554)
2329;LINESTRING(75.036365 43.409365,75.036365 43.409365)
2330;LINESTRING(75.098169 43.384554,75.036365 43.409365)
2330;LINESTRING(75.098169 43.384554,75.070287 43.358077)
2331;LINESTRING(75.536934 43.206457,75.536934 43.206457)
2331;LINESTRING(75.308068 43.305797,75.207925 43.255788)
2332;LINESTRING(75.536934 43.206457,75.536934 43.206457)
2334;LINESTRING(76.006196 43.097974,76.014487 43.039775)
2335;LINESTRING(76.086973 43.093831,76.014487 43.039775)
2338;LINESTRING(77.245661 43.281923,77.261195 43.340642)
2339;LINESTRING(77.261195 43.340642,77.245661 43.281923)
2342;LINESTRING(78.270679 43.504371,78.318582 43.435312)
2343;LINESTRING(78.318582 43.435312,78.270679 43.504371)
2345;LINESTRING(78.79812 43.542341,78.799401 43.51337)
2345;LINESTRING(78.79812 43.542341,78.799401 43.51337)
2346;LINESTRING(78.584399 43.237726,78.562467 43.321291)
2346;LINESTRING(78.688408 43.247679,78.667167 43.320048)
2346;LINESTRING(78.630183 43.230759,78.633666 43.153125)
2347;LINESTRING(78.916085 43.295254,78.913849 43.343971)
2350;LINESTRING(77.38873 44.505462,77.386081 44.548502)
2351;LINESTRING(77.386081 44.548502,77.38873 44.505462)
2354;LINESTRING(78.13321 44.87726,78.186844 44.836869)
2355;LINESTRING(78.186844 44.836869,78.13321 44.87726)
2357;LINESTRING(78.797238 44.855961,78.807711 44.855879)
2369;LINESTRING(79.22921 45.377939,79.226104 45.396891)
2369;LINESTRING(79.22921 45.377939,79.304706 45.403104)
2370;LINESTRING(79.226104 45.396891,79.22921 45.377939)
2371;LINESTRING(79.304706 45.403104,79.22921 45.377939)
2372;LINESTRING(79.988828 45.390056,79.988828 45.390056)
2379;LINESTRING(81.938467 44.662158,82.022504 44.598687)
2380;LINESTRING(79.764748 42.848718,79.770576 42.805632)
2380;LINESTRING(79.764748 42.848718,79.704864 42.92685)
2381;LINESTRING(79.871577 42.868624,79.831516 42.799119)
2382;LINESTRING(80.147609 42.840092,80.117832 42.773573)
2383;LINESTRING(80.170501 42.838433,80.127122 42.770587)
2383;LINESTRING(80.878494 43.028537,80.887452 43.020574)
2384;LINESTRING(79.979526 43.051553,79.978697 43.025177)
2385;LINESTRING(79.044258 42.760247,78.971572 42.806697)
2385;LINESTRING(79.359438 42.76268,79.357447 42.782143)
2386;LINESTRING(79.770576 42.805632,79.764748 42.848718)
2386;LINESTRING(79.831516 42.799119,79.871577 42.868624)
2386;LINESTRING(80.117832 42.773573,80.147609 42.840092)
2386;LINESTRING(80.127122 42.770587,80.170501 42.838433)
2386;LINESTRING(80.148023 42.753667,80.157976 42.701247)
2387;LINESTRING(80.157976 42.701247,80.148023 42.753667)
2390;LINESTRING(81.053834 42.74587,81.106757 42.809512)
2391;LINESTRING(80.887452 43.020574,80.878494 43.028537)
2394;LINESTRING(81.106757 42.809512,81.053834 42.74587)
2397;LINESTRING(82.001156 43.164151,82.015668 43.242716)
2398;LINESTRING(82.235507 43.201776,82.214902 43.252033)
2399;LINESTRING(82.235507 43.201776,82.214902 43.252033)
2402;LINESTRING(79.970526 44.22263,79.971036 44.276684)
2403;LINESTRING(79.971036 44.276684,79.970526 44.22263)
2412;LINESTRING(82.361333 43.606271,82.427933 43.607076)
2413;LINESTRING(82.427933 43.607076,82.361333 43.606271)
2417;LINESTRING(83.404037 43.519642,83.410107 43.448168)
2418;LINESTRING(83.525871 43.499217,83.484258 43.441699)
2418;LINESTRING(83.595299 43.481927,83.583788 43.430087)
2418;LINESTRING(83.673057 43.470102,83.661754 43.4203)
2418;LINESTRING(83.716416 43.461323,83.706874 43.418143)
2419;LINESTRING(82.022504 44.598687,81.938467 44.662158)
2419;LINESTRING(82.356952 44.453889,82.356952 44.453889)
2420;LINESTRING(82.616524 44.286683,82.704288 44.294513)
2420;LINESTRING(82.356952 44.453889,82.356952 44.453889)
2425;LINESTRING(79.778933 46.048894,79.786015 46.022644)
2426;LINESTRING(79.786015 46.022644,79.778933 46.048894)
2428;LINESTRING(80.594252 45.916911,80.594252 45.916911)
2429;LINESTRING(79.988828 45.390056,79.988828 45.390056)
2430;LINESTRING(80.594252 45.916911,80.594252 45.916911)
2436;LINESTRING(81.377732 45.900506,81.377732 45.900506)
2437;LINESTRING(78.807711 44.855879,78.797238 44.855961)
2441;LINESTRING(80.004901 44.931106,80.004901 44.931106)
2442;LINESTRING(80.004901 44.931106,80.004901 44.931106)
2442;LINESTRING(80.375346 44.959234,80.440405 45.003295)
2443;LINESTRING(80.440405 45.003295,80.375346 44.959234)
2444;LINESTRING(80.889636 45.031671,80.909697 45.006807)
2445;LINESTRING(80.909697 45.006807,80.889636 45.031671)
2445;LINESTRING(81.124886 45.014278,81.141466 45.060636)
2446;LINESTRING(81.141466 45.060636,81.124886 45.014278)
2450;LINESTRING(81.377732 45.900506,81.377732 45.900506)
2453;LINESTRING(82.267369 45.395803,82.267369 45.395803)
2459;LINESTRING(82.015668 43.242716,82.001156 43.164151)
2459;LINESTRING(82.214902 43.252033,82.235507 43.201776)
2459;LINESTRING(82.214902 43.252033,82.235507 43.201776)
2460;LINESTRING(82.436284 43.41466,82.436284 43.41466)
2463;LINESTRING(83.349726 43.423286,83.362001 43.444851)
2464;LINESTRING(83.362001 43.444851,83.349726 43.423286)
2464;LINESTRING(83.490893 43.439376,83.510467 43.414826)
2464;LINESTRING(83.490893 43.439376,83.583788 43.430087)
2465;LINESTRING(83.510467 43.414826,83.490893 43.439376)
2465;LINESTRING(83.583788 43.430087,83.595299 43.481927)
2466;LINESTRING(83.583788 43.430087,83.490893 43.439376)
2466;LINESTRING(83.661754 43.4203,83.673057 43.470102)
2467;LINESTRING(83.706874 43.418143,83.716416 43.461323)
2470;LINESTRING(82.654091 44.930013,82.654091 44.930013)
2470;LINESTRING(82.654091 44.930013,82.654091 44.930013)
2471;LINESTRING(82.267369 45.395803,82.267369 45.395803)
2473;LINESTRING(82.654091 44.930013,82.654091 44.930013)
2473;LINESTRING(82.654091 44.930013,82.654091 44.930013)
2474;LINESTRING(82.654091 44.930013,82.654091 44.930013)
2474;LINESTRING(82.654091 44.930013,82.654091 44.930013)
2477;LINESTRING(82.809096 44.330068,82.773542 44.368714)
2477;LINESTRING(82.704288 44.294513,82.616524 44.286683)
2478;LINESTRING(82.773542 44.368714,82.809096 44.330068)
2483;LINESTRING(84.305786 44.205627,84.305786 44.205627)
2484;LINESTRING(84.305786 44.205627,84.305786 44.205627)
2501;LINESTRING(83.941635 43.006156,83.941635 43.006156)
2502;LINESTRING(83.941635 43.006156,83.941635 43.006156)
2519;LINESTRING(86.075359 42.676986,86.082518 42.671816)
2523;LINESTRING(87.408424 42.261931,87.430573 42.210921)
2524;LINESTRING(87.430573 42.210921,87.408424 42.261931)
2525;LINESTRING(88.178051 41.724087,88.272912 41.730352)
2527;LINESTRING(85.939684 41.864189,85.939684 41.864189)
2527;LINESTRING(86.114533 41.80631,86.161726 41.859957)
2528;LINESTRING(86.161726 41.859957,86.114533 41.80631)
2536;LINESTRING(87.434245 43.452884,87.434245 43.452884)
2536;LINESTRING(87.434245 43.452884,87.540545 43.443456)
2537;LINESTRING(87.434245 43.452884,87.434245 43.452884)
2538;LINESTRING(87.540545 43.443456,87.434245 43.452884)
2538;LINESTRING(87.894327 43.41364,87.894327 43.41364)
2539;LINESTRING(87.894327 43.41364,87.894327 43.41364)
2539;LINESTRING(88.052952 43.3731,88.0843 43.33256)
2540;LINESTRING(88.0843 43.33256,88.052952 43.3731)
2543;LINESTRING(87.876476 42.842711,87.830377 42.778186)
2544;LINESTRING(88.298641 42.871033,88.288573 42.908396)
2545;LINESTRING(88.288573 42.908396,88.298641 42.871033)
2545;LINESTRING(88.564934 43.00046,88.616951 42.985778)
2546;LINESTRING(88.616951 42.985778,88.564934 43.00046)
2557;LINESTRING(89.687438 43.108569,89.727978 43.161679)
2558;LINESTRING(89.727978 43.161679,89.687438 43.108569)
2574;LINESTRING(87.830377 42.778186,87.876476 42.842711)
2575;LINESTRING(88.250987 42.595959,88.250092 42.61945)
