#,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-30T00:28:48', checksum=421958827, kind='mean', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404
105.07527,30.32054,9.095231E-02,2.243651E-01
105.08002,30.45544,9.489710E-02,2.276675E-01
105.08480,30.59034,9.863506E-02,2.312891E-01
105.08962,30.72524,1.024672E-01,2.350802E-01
105.09446,30.86014,1.088721E-01,2.418442E-01
105.09934,30.99504,1.317070E-01,2.721668E-01
105.10426,31.12993,2.294497E-01,4.276887E-01
105.10920,31.26483,5.827957E-01,1.036530E+00
105.11418,31.39973,4.203964E-01,7.546889E-01
105.11920,31.53463,2.273521E-01,4.238634E-01
105.12424,31.66953,1.319830E-01,2.761402E-01
105.12933,31.80443,1.011468E-01,2.354853E-01
105.13444,31.93932,8.852813E-02,2.240438E-01
105.13959,32.07422,7.900435E-02,2.165723E-01
105.14478,32.20912,6.255744E-02,1.915469E-01
105.15000,32.34402,4.315639E-02,8.877796E-02
105.21201,29.78095,4.403041E-02,8.440839E-02
105.21685,29.91585,5.320146E-02,1.115932E-01
105.22171,30.05075,6.623991E-02,1.947578E-01
105.22661,30.18565,7.451872E-02,2.044031E-01
105.23154,30.32054,8.161034E-02,2.168678E-01
105.23651,30.45544,8.583698E-02,2.203726E-01
105.24151,30.59034,8.860001E-02,2.230545E-01
105.24654,30.72524,9.206456E-02,2.258005E-01
105.25161,30.86014,9.859959E-02,2.317304E-01
105.25671,30.99504,1.147440E-01,2.511310E-01
105.26185,31.12993,1.626544E-01,3.216403E-01
105.26702,31.26483,2.371975E-01,4.392138E-01
105.27223,31.39973,1.952467E-01,3.721674E-01
105.27747,31.53463,1.587707E-01,3.166476E-01
105.28275,31.66953,1.170093E-01,2.560664E-01
105.28806,31.80443,9.501283E-02,2.294195E-01
105.29341,31.93932,8.252127E-02,2.186606E-01
105.29879,32.07422,6.743193E-02,1.965903E-01
105.30421,32.20912,4.905475E-02,1.060599E-01
105.30967,32.34402,3.686203E-02,7.264005E-02
105.37756,30.05075,4.764701E-02,9.857368E-02
105.38267,30.18565,5.506175E-02,1.157211E-01
105.38782,30.32054,6.604373E-02,1.946254E-01
105.39300,30.45544,7.314300E-02,2.038466E-01
105.39822,30.59034,8.003929E-02,2.163257E-01
105.40347,30.72524,8.506329E-02,2.201034E-01
105.40876,30.86014,9.086375E-02,2.246952E-01
105.41408,30.99504,1.020415E-01,2.367105E-01
105.41944,31.12993,1.212448E-01,2.618203E-01
105.42484,31.26483,1.347423E-01,2.816035E-01
105.43027,31.39973,1.206503E-01,2.614305E-01
105.43574,31.53463,1.091222E-01,2.462838E-01
105.44125,31.66953,9.600338E-02,2.308828E-01
105.44679,31.80443,8.107390E-02,2.101989E-01
105.45237,31.93932,6.764676E-02,1.956672E-01
105.45799,32.07422,5.097345E-02,1.090135E-01
105.54409,30.32054,4.699112E-02,9.774750E-02
105.54949,30.45544,5.404737E-02,1.147787E-01
105.55492,30.59034,6.513557E-02,1.945108E-01
105.56040,30.72524,7.191770E-02,2.021767E-01
105.56590,30.86014,7.827344E-02,2.074398E-01
105.57145,30.99504,8.800221E-02,2.229263E-01
105.57703,31.12993,9.604868E-02,2.310546E-01
105.58265,31.26483,9.906035E-02,2.348397E-01
105.58831,31.39973,9.464961E-02,2.298611E-01
105.59401,31.53463,8.768364E-02,2.233120E-01
105.59975,31.66953,7.559317E-02,2.033029E-01
105.60552,31.80443,5.898008E-02,1.218045E-01
105.61133,31.93932,4.854277E-02,1.011927E-01
105.71163,30.59034,4.637770E-02,9.745527E-02
105.71732,30.72524,5.138917E-02,1.065722E-01
105.72305,30.86014,5.760814E-02,1.199705E-01
105.72882,30.99504,6.966797E-02,1.983222E-01
105.73462,31.12993,7.721913E-02,2.078967E-01
105.74047,31.26483,8.074191E-02,2.176327E-01
105.74636,31.39973,7.614654E-02,2.071162E-01
105.75228,31.53463,6.752767E-02,1.962931E-01
105.75825,31.66953,5.388901E-02,1.133117E-01
105.88619,30.99504,4.851195E-02,1.018826E-01
105.89222,31.12993,5.432709E-02,1.170560E-01
105.89829,31.26483,5.941662E-02,1.871283E-01
105.90440,31.39973,5.323776E-02,1.150852E-01
105.91055,31.53463,4.625989E-02,9.843365E-02
106.05610,31.26483,4.009103E-02,8.711735E-02
